text,score,magnitude
"b'Quote from little less than two months ago.\nDid you buy $RAMP yet? MC sitting at only $26MM and price in discovery mode. This will be huge.\n\n#DYOR , you can find all the info you need easily.\n\n$BTC $ETH #ETH #Uniswap #BTC https://t.co/PiYI9duG9P'",0.0,2.0
b'@CryptoCronkite @michael_saylor is the bar tender and @BarrySilbert is serving them most probably ;) #stack #hodl #bitcoin',0.3,0.7
"b""I'll send $30 to one random person in 24hrs that retweets and post the following text with picture! \xf0\x9f\x91\x87\n\nThat buy volume on #bitcoin \xf0\x9f\x98\x8d. That happens when a large trading group buys 3,000 $btc at once. This Discord server with 170.000 members is the cause: https://t.co/ulNrvXciqk https://t.co/aHpUcVmCha""",-0.1,1.1
b'Bitcoin Traders Expect Volatility as Options Expire https://t.co/0grQr1rv2D #Analysis #Bitcoin #Derivatives https://t.co/pLEuxkRmEM',0.0,0.0
b'An eBay for Millennia #bitcoin',0.2,0.2
b'Long live #Bitcoin and long live Bitcoiners! https://t.co/4RNcWimFpA',0.6,1.2
b'@TheJordanRachel @ConceptualJames Learn to #Bitcoin',-0.5,0.5
"b'#Cryptoassets : The Guide to #Bitcoin , #Blockchain , and #Cryptocurrency for Investment Professionals https://t.co/JYolsbd7qd'",0.2,0.2
"b'Technically, I have a greater claim to be Satoshi than CSW \n\nThe history of #Bitcoin\xc2\xa0 has my name on it, as you can see - not Craig Wright https://t.co/9CsSRAIulp'",-0.4,0.8
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'34k TXs in the queue &amp; none of them is an unconfirmed withdrawal from Bitaroo \xf0\x9f\x92\xaa\n\nExchanges should be responsible blockchain custodians \xf0\x9f\x99\x8f\n\nOur withdrawal fees are as low as 5000(!) sats (0.00005 #BTC) so let no exchange tell you that high withdrawal fees are ""necessary"" \xf0\x9f\x91\x8d https://t.co/Nv5ftrXUKq'",0.0,0.6
"b'Old but Gold rule: Buy red, sell green #BTC'",0.1,0.1
b'Did you know;\n\nThat @FirdaosOfficial partners @emaardubai (#RealEstate) properties donated $27 million to Social Solidarity Fund to fight #COVID19 \xf0\x9f\x92\xaa\n https://t.co/tFhCjN97hn\n\n#fdo $fdo #zpae #defi #cryptocurrencies #Crypto #btc #eth #propertyforsale #propertyinvestment https://t.co/9c1PLgN8sQ',0.0,0.2
"b'Luck turned to me with #betfuryslots! Spin with me on @betfury_io. And may fortune be ever in your favor. My win 53.5 TRX, my Username: HughGo186 #betfuryslots #bitcoin #staking'",0.1,0.9
"b""#Bitcoin \n\nLet's keep enjoying the #Altcoins Party but to keep in mind that $BTC is NOT above the daily S/R Level which must be re-claimed\n\nThis is considered a bearish retest until we reclaim 33.1K \n\nin case of a break-down, 26.5-27.5 is the first landing zone followed by 23-24K https://t.co/GiOCYpnDuo""",-0.1,1.1
b'Altcoin Consolidation to Drive Next Leg of Bitcoin Bull Market https://t.co/1IFBfd5BWu #bitcoin #dogecoin #etherium #tezos',0.1,0.1
"b'Check out my Gig, where I will provide Crypto Signals and Portfolio Management, starting from 10$! \n\n5+ signals per week!\n\nhttps://t.co/kEMmhqE9xv\n\n#BTC\xc2\xa0\xef\xbf\xbc\xc2\xa0 #ETH #cryptocurrencies #Dogecoin #ZIL #USDT #BUSD\xc2\xa0\xef\xbf\xbc\xc2\xa0 #LTC #BCH #BNB\xc2\xa0\xef\xbf\xbc\xc2\xa0 \n\n@cctip_io airdrop 4 1UP 50'",0.4,2.2
"b""If you hate #bitcoin just buy a 1% position.\n\nYou can still hate #bitcoin but at least you won't hate yourself.""",-0.4,0.8
b'#tenset giveaway !!! Win 1 from the 5 #Ledger nano s! \nSimply follow our Twitter and retweet that Tweet !!!\nGooooood luck ;) \n\nResults - SUNDAY :) \n\n#Bitcoin \nisit https://t.co/Cxc6kSu72a and join to our Whitelist :) https://t.co/5LUxAT1UFv',0.6,4.8
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
"b'Are you a #BTC art fan? Then check out this #NFTGiveaway!\n\nGiving 3 randomly in 48 hours! \xf0\x9f\xaa\x99\xf0\x9f\xaa\x99\xf0\x9f\xaa\x99\n\nFollow, like, retweet &amp; comment your \n@rariblecom address to enter! #NFT #NFTs\n\nOptional: Tag your friends \xe2\x9a\xa1\xef\xb8\x8f\n\nhttps://t.co/tDObXrCAg4\n\nGood luck everyone! \xf0\x9f\x99\x83 https://t.co/VDPvaOVh0H'",0.3,3.3
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
b'I SWEAR the people in the Crypto Community are the most giving people I know. Crypto Virgins anther donation to help you slide into crypto understanding. #BTC https://t.co/tvL4K2w07N',0.4,1.2
b'#Dash is a fork of #Litecoin $LTC created in 2014 on the very founding software used to create #Bitcoin. It has an improved security construct that goes on to ensure higher transaction speed. $DASH is built on a model that enables it to govern and fund itself automatically. Cool! https://t.co/wkOBPAtXp8',0.4,2.4
"b'1 day left on $BTC\xe2\x9a\xa1\xef\xb8\x8fSupercharger\xe2\x9a\xa1\xef\xb8\x8fevent!\n\xe2\x9a\xa1Deposit $CRO and farm #BTC with 1-click \xf0\x9f\x96\xb1\xef\xb8\x8f\n\xe2\x9a\xa1No gas fees, withdraw anytime\n\xe2\x9a\xa1APY: ~10%\n\nSign up \xf0\x9f\x91\x89 https://t.co/1In31jFpss https://t.co/QFsnqkZgKl'",0.1,0.5
"b""Woah! He's filthy rich! Don't go to school Harry, invest in $BTC\n#HarryPotter #Bitcoin""",-0.3,2.0
b'I don\xe2\x80\x99t own #BTC but I pray you make money from it\n\nYou may hate #XRP but you\xe2\x80\x99ll make money from it \n\nIt\xe2\x80\x99s about profit not ideologies \n\nWe will all succeed in this space \n\nOpen your mind to other opinions',0.0,1.6
"b'On governments taking down #Bitcoin- \xe2\x80\x9cThey can\xe2\x80\x99t even kill Covid, how can they kill #BTC\xe2\x80\x9d\n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 I lost it. \n\nh/t @BVBTC'",-0.5,1.7
b'Monitoring Mobile Devices in a Virtual Environment #tech #COVID #live #coronavirus #news #video #ripple #tacoma #100daysofcode #twitch #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/JskqQneerT https://t.co/lQhyVXVKKp',0.0,0.0
b'\xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f $BTC SELLING PRESSURE ALERT \xf0\x9f\x93\x89 Price trading around 32246\n          https://t.co/iMB1mj8Cs1 \xf0\x9f\x91\x88 #Bitcoin #BTC #crypto',0.0,0.0
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'The last time $ZCL had a fork, it hit $248\n\n@ZclassicCoin hit $248 when #Bitcoin was 17k in 2018\n\nNow we have 32k $BTC and $ZCL is on less exchanges, meaning not much liquidity. When you have a lot of demand and low liquidity, you see \xf0\x9f\x9a\x80\n\nTotal Supply - 9,096,834 $ZCL https://t.co/vY9QN7Ir11'",0.0,0.9
"b'.@michael_saylor, here\xe2\x80\x99s a solid way to back up the #Cyberhornets and strengthen the #Bitcoin network:\n\nPut some big money behind some heavy lawyers and take the fight to Craig Wright.\n\nSend them in with @hodlonaut, Ira Kleiman, @PeterMcCormack and @CobraBitcoin and FINISH HIM!! https://t.co/KLmPnjhA7Q'",0.1,1.7
b'ACTION.. ACTION\n\n#marketing #business #covid19 #digitalmarketing #coronavirus #technology #seo #jobs #blockchain #ecommerce #innovation #job #ai #startups #hiring #logodesign #socialmedia #startup #marketingdigital #bitcoin https://t.co/GLq7Bw3GmH',0.0,0.2
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
"b'Expecting one of these on #Bitcoin \n\na) Consolidation around here, then up.\n\nb) Re-test 30/high 28s. Trap shorts, get liquidity for\xf0\x9f\x8c\x99.\n\nSpot bid-side packed. Grayscale adding (a lot). Nothing fundamentally changed, euphoria just got punished.\n\nWhat do you think/expect? https://t.co/Q4OyfGmBob'",0.0,2.1
b'IT IS CHINESE NEW YEAR 2021! AND BELIEVE IT OR NOT: IT IS THE YEAR OF THE OX (BULL)!!!!! \xf0\x9f\x9a\x80 #BITCOIN',0.1,0.6
b'#Bitcoin media guide:\n                                        __\n                  bubble         \xe2\x88\x95 \n                        __         \xe2\x88\x95 \n   bubble        \xe2\x88\x95    \\___ \xe2\x88\x95 \n       __          \xe2\x88\x95      dead\n     \xe2\x88\x95     \\___ \xe2\x88\x95             \n_ \xe2\x88\x95       dead',-0.2,0.2
"b'""#bitcoin is not volatile to an investor with a 4 year time frame"" @michael_saylor https://t.co/bTmrdz0u5s'",-0.7,0.7
b'Me calculating the profit made from crypto every hour... #Crypto #cryptocurrency #bitcoin #ltc #btc #Litecoin #Ethereum #money #qtum #xrp #Cardano #monero #Chainlink #rsr #Polkadot https://t.co/FMdPRb51ut',0.0,0.3
"b'#Bitcoin. Real-time price \xf0\x9f\x94\x97 :https://t.co/mBq93Aa9Xi. \xf0\x9f\x94\x84 Price update in $ZAR (24 hour): January 23, 2021 at 12:19AM, 1 BTC : 487451.125 ZAR'",0.1,0.5
"b""Buying Bitcoin: What investors must know before purchasing cryptocurrency: Buying Bitcoin: What investors must know before purchasing cryptocurrency. Digital currency Bitcoin's value increased seven-fold last year and some\xc2\xa0... https://t.co/AjRvq5GFAD #bitcoin #bnb""",0.1,0.3
b'#Bitcoin is at 32216.94 USD',0.1,0.1
"b'Just like there is no next #Btc, there is no \xe2\x80\x9cnext\xe2\x80\x9d $Link.'",-0.5,0.5
"b""secret shhhhhh..\n\n#BTC and $ETH are AWESOME in what they do/offer/enable in the #crypto &amp; #blockchain world (&amp; their support communities are STRONG! But note: some other platforms are gonna SMASH IT outta the freakin' park this year too, mark my words\n\nshhhhh, it's our secret..\xf0\x9f\x98\x89""",0.3,2.8
"b""@binance Split #BNB &amp; #BTC\n\nI'm a simple guy. I see #BNB #BTC I click on buy!\n\n\xf0\x9f\x98\x98""",0.0,0.6
b'#Bitcoin up 200% a year for 10 years because inflation is rising 55% a year for 10 years. https://t.co/lVJ4acCK4z',0.1,0.4
b'USD mkt cap changes last 4 hours\n\n\xf0\x9f\x9a\x80\n$DOT   +224.198m\n$LINK  +115.604m\n$AAVE  +68.583m\n\n\xf0\x9f\x8c\xa7\xef\xb8\x8f\n$BTC   -2.099b\n$ETH   -137.614m\n$XTZ   -72.818m\n\n#bitcoin #cryptocurrency #crypto',0.0,0.7
"b'Well if you think #BTC and #ETH have had a good year than you where and probably still are sleeping on what #Zilliqa has been doing, $Zil is only just getting started too , don\xe2\x80\x99t miss out on the best investment of 2021! https://t.co/29DImFvtPZ'",0.4,0.8
"b'\xe2\x80\x9cWall Street is the only place that people drive to in a Rolls Royce to take advice from people who ride the subway.\xe2\x80\x9d - Warren Buffett\n\nLong #Bitcoin, Short the Bankers!'",0.3,1.0
"b'#Bitcoin down 20% from the highs and @MicroStrategy  CEO @michael_saylor is buying the dip. He says the cryptocurrency could replace gold, bonds, the S&amp;P 500 and even the Dow as the primary monetary index $MSTR $SPY https://t.co/tAKhis4blX'",-0.1,0.3
b'Monitoring Mobile Devices in a Virtual Environment #tech #COVID #live #coronavirus #news #video #ripple #tacoma #100daysofcode #twitch #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/JskqQneerT https://t.co/lQhyVXVKKp',0.0,0.0
b'Time : 2021-01-23T20:01:07.2549858Z\n\n#Coding Test now.\n#Someone #dark #Python #C++ #Telegram #facebook #twitter #instagram #code #love #time #today #news #programming #girls #boys #badthings #bad #bitcoin #follow #emarkiting #Gmail',-0.1,0.4
b'Monitoring Mobile Devices in a Virtual Environment #tech #COVID #live #coronavirus #news #video #ripple #tacoma #100daysofcode #twitch #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/JskqQneerT https://t.co/lQhyVXVKKp',0.0,0.0
b'New to #bitcoin &amp; #cryptocurrency trading?\n\nDrop me a message \xe2\x80\x98I\xe2\x80\x99m in\xe2\x80\x99 to get started with our free trading signals.\xf0\x9f\x92\xb0',0.0,0.0
"b'""Not owning any #Bitcoin has been a massive mistake, and we expect that will continue to be true."" Bill Miller \n\nYeah, we are going to see a lot more institutional money coming in'",0.0,1.6
"b'Anyone fancy being a concubine? I\xe2\x80\x99m disease free, nine figure bank account, enjoy long walks on the beach, and pack a good solid 8 inches...around \xf0\x9f\x98\x8e ... and will use the proceeds from this bill to buy MOAR #bitcoin       https://t.co/Z60Jc7fn5O'",0.2,0.6
"b'Hey Kiters, today prices \n#cryptocurrency #bitcoin #crypto #blockchain #btc #forex #money #ethereum #bitcoinmining #trading #investment #forextrader #entrepreneur #business #bitcoins #cryptotrading #bitcoinnews https://t.co/0Ce8Ca4REe'",-0.2,0.2
b'Monitoring Mobile Devices in a Virtual Environment #tech #COVID #live #coronavirus #news #video #ripple #tacoma #100daysofcode #twitch #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/JskqQneerT https://t.co/lQhyVXVKKp',0.0,0.0
b'#Bitcoin is the hardest money in the galaxy',-0.6,0.6
"b""@dergigi If I could snap my fingers and make #Bitcoin any price,\n\nI would be just as bad as the banks.\n\nI'll let the market decide.""",-0.3,1.1
b'@CoinDCX $GVT is about to explode!\n@genesis_vision\n\n\xe2\x80\xa2 #GVT 4.4 million total token supply\n\n\xe2\x80\xa2 $11 million market cap \n\n\xe2\x80\xa2 #DeFi release March 31 2021 or earlier\n\n\xe2\x80\xa2 $DeFi is an exit from Wall Street\n\n\xe2\x80\xa2 Amazing team and working product\n\n$ETH #Bitcoin #BNB #DOT #Altseason2021 https://t.co/8ZqpOCZxxS',0.1,2.3
b'\xf0\x9f\x8e\x81\xf0\x9f\x8e\x89 GIVEAWAY \n 200$ #BNB + 100 $KEBAB \n\nParticipate:\n\xf0\x9f\x91\x89 #RT\n\xf0\x9f\x91\x89 Follow Us\n\xf0\x9f\x91\x89 #Tag 3 friends in a comment\n\n\xf0\x9f\x95\x92 4 winner will be selected on 24 january\n\n#crypto #btc #Eth #BinanceSmartChain #Airdrop #giveaway #bitcoin\n#Binance #Trustwallet #PancakeSwap',0.3,1.2
"b'100,000 #Bitcoin Options Contracts Set to Expire - #News #Trading - https://t.co/OU9KNkxgA7 https://t.co/VdlD4NJdyy'",0.2,0.2
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc'",0.2,0.2
"b'#businessopportunity #businesstip #businessowners #bitcoin BlockFi, earn interest at up to 8.6% APY, borrow cash, and trade currencies. No hidden fees, no minimum balances. https://t.co/BnqrK2CzW9'",0.4,1.3
b'Too poor to buy and too dumb to hack \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb Send me some #Bitcoin yall and help me get into the game 35eQsojVDSdaYr4oW9WWYgz62iRwxHmMfx #help #cryptocurrency #btc',-0.7,0.7
b'The Port of Los Angeles and IBM Team Up on Cybersecurity #video #amazon #coronavirus #news #seattle #youtube #bitcoin #COVID #twitter #crypto #facebook #COVID19 #cybersecurity #cdwsocial https://t.co/BHJ44Y7kzU https://t.co/rGRrxxY49U',0.2,0.2
"b""I will send $30 to one person in 24hrs that retweets and post the following text with pictureDown pointing backhand index \n\nThis pump group has fr just announced a pump on $BTC (https://t.co/cYiu9G14Q6) They pump altcoins weekly and they're pumping #Bitcoin in 1 hour. https://t.co/wsHOBzywrP""",0.1,0.8
b'I don\xe2\x80\x99t own #BTC but I pray you make money from it\n\nYou may hate #XRP but you\xe2\x80\x99ll make money from it \n\nIt\xe2\x80\x99s about profit not ideologies \n\nWe will all succeed in this space \n\nOpen your mind to other opinions',0.0,1.6
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
b'#affiliatemarketing #affiliate #travel #tourism #affiliatelink #marketing #networking   #bitcoin #deals  #affiliatemarketing Get your project done with freelance services for your business https://t.co/wuCQOuQiHU',0.1,0.1
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b""If you aren't shorting this bear flag for #Bitcoin you're a bitch""",-0.8,0.8
b'The constant development and updates from $GVT wont go unnoticed forever\xf0\x9f\x91\x80 @genesis_vision\n\n\xe2\x80\xa2 $GVT #GVT 4.4 million total supply\n\n\xe2\x80\xa2 $12 mill market cap \n\n\xe2\x80\xa2 $Defi integration 31 march (or earlier)\n\n\xe2\x80\xa2 DeFi is an exit from Wall Street.\n\n#AltSeason #Bitcoin\xc2\xa0 #BTC\xc2\xa0#bnb\xc2\xa0#ETH https://t.co/nKifTVrwzc',0.1,0.9
b'#makemoneyonline #affiliatemarketing #network #networkmarketing #onlineearning  #bitcoin #btc  #affiliatemarketing #gift #shopping #gifts #onlineshopping #bitcoin free shipping on purchases over $25 at #Amazon https://t.co/N4zGZzAgvt',0.2,0.2
b'Which one will have the best short-term ride (next month) between these 3 ?\n\n#Cardano #Chainlink #Tezos #ADA #LINK #XTZ $ADA $XTZ #LINK #crypto #BTC $btc #altcoins #eth #cryptocurrency #trading',0.0,0.1
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
b'#Bitcoin is the hardest money in the galaxy',-0.6,0.6
b'Get free #crypto by joining the $DIXT airdrop on LATOKEN! \n\nComplete simple tasks and invite friends to get a share of 100K @DIXTFinance DIXT tokens! \xf0\x9f\x92\xb0\n\nStart earning: https://t.co/BsUYLwzkyO\n\n#cryptocurrency #Bitcoin #BTC #ETH https://t.co/zAE2w7BUiG',0.3,1.9
"b""1/ 2\xef\xb8\x8f\xe2\x83\xa30\xef\xb8\x8f\xe2\x83\xa32\xef\xb8\x8f\xe2\x83\xa31\xef\xb8\x8f\xe2\x83\xa3is here, let's begin our 1st giveaway of the year! \xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3 To win 75,000,000 Bling Points, tell us when and how you first learned about Bitcoin! \xf0\x9f\x8c\x9fThe winner will will be randomly selected!\xf0\x9f\x8c\x9f#bitcoin #giveaway #freebitcoin https://t.co/kXQx3jyyTQ""",0.5,1.6
"b""Historically freedom, especially religious freedom, came by moving West. The Puritans from the British crown. The Quakers from the Puritans. The Mormons from everyone else.\n\nToday we've run out of West to escape to. The digital world - #Bitcoin- is the last Western Frontier.""",0.0,0.9
"b'Lot\'s of ""dark money"" in politics, according to Bloomberg.  But where\'s the #Bitcoin?  Where\'s the ""funny business"", @Lagarde?\n\nhttps://t.co/vZt5xUsmy9'",-0.2,1.7
"b""#Bitcoin\xc2\xa0\xef\xbf\xbc couldn't break the first area of resistance, because a trading group with 170,000 members decided to dump $btc and short it simultaneously. Given the number of members, a further correction towards $25K is on the tables. Check their updates: https://t.co/sG0xKuCFCy\xe2\x80\xa6 https://t.co/2midqDaYMP""",0.0,1.1
b'@MMCrypto Is it me? Or #Bitcoin comes steadily during the weekend?',0.0,0.0
"b'Decredition 1.6.0 has a built-in LN tab to use Lightning Network by @lightning. Im proud to hold a coin that make some progress in dev. #Decred its not to kill #Bitcoin, is to grow with.\n\nIn the future, i believe in LN atomic swaps featured by DecredDex. https://t.co/IWPMEE5aY5'",0.2,1.7
"b""I'm doing a #cryptogiveaway \xf0\x9f\x9a\xa8\xf0\x9f\x9a\x80\xf0\x9f\x94\xa5 \n\nI will give away 1 $WASP for every retweet this gets to one lucky person! Up to 20k $WASP! ($520) \n\n$WASP is valued at $.025 per $WASP to enter &gt;&gt;\n\nLIKE THIS TWEET\xe2\x9c\x85\nFOLLOW ME\xe2\x9c\x85\nRETWEET\xe2\x9c\x85\n#ALTSEASON #Wanchain #Bitcoin \n\nhttps://t.co/L40tIrhfDL https://t.co/v84o20z7qA""",0.2,2.3
b'5 Resources You Need to Know When Getting into Cryptocurrency\n\nhttps://t.co/4FRbgwKfMO\n\n#qnt #btc #eth #xrp #link #ada #matic #xlm #bnb #eos #ltc #zec #wtc #tomo #enj #ark #usdt #ltc  #steem #dash #waves #iota #trx #xlm',0.0,0.5
"b""This pump group has fr just announced a pump on $BTC (https://t.co/pUMTWjmATd) They pump altcoins weekly and they're pumping #Bitcoin in 1 hour. https://t.co/1eHxzbZekQ""",0.3,0.6
b'Humor...\n\n#cryptocurrency #bitcoin #crypto #blockchain #forex #money #ethereum #btc #investing #trading #entrepreneur #investment #binaryoptions #bitcoinmining #forextrader #wallstreet #business #investor #success #litecoin #bitcoins https://t.co/bl2TGf87It',0.3,1.0
"b""\xf0\x9f\xa4\x94Tesla's @elonmusk asks about converting 'large transactions' to #Bitcoin https://t.co/0wQhu9tPKm #fintech #blockchain \n\n@dinisguarda @efipm @UrsBolt @SpirosMargaris @sbmeunier @sebbourguignon @Stevewal63 @ShiCooks @thomaspower @enricomolinari @obussmann @JacBurns_Comext\xc2\xa0@AkwyZ https://t.co/SLaojhp3Yk""",0.1,0.4
b'Has anyone on crypto twitter even read the #Bitcoin white paper? Cmon fellas\n\nWhat happens when two nodes broadcast different versions of the next block simultaneously? Just wait until the next block is added to one of the chains and use that one. https://t.co/eHOjUiHtTN',0.1,1.1
b'Crack-up boom  #Bitcoin https://t.co/Op4hA7yJQm',0.5,0.5
b'5 Celebrities Who Made Money from Cryptocurrency\n\nhttps://t.co/SH5fFhXtce\n\n#qnt #btc #eth #xrp #link #ada #matic #xlm #bnb #eos #ltc #zec #wtc #tomo #enj #ark #usdt #ltc  #steem #dash #waves #iota #trx #xlm',0.1,0.4
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
b'5 Ways to Keep Your Cryptocurrency Safe\n\nhttps://t.co/eSaPTVyCpG\n\n#qnt #btc #eth #xrp #link #ada #matic #xlm #bnb #eos #ltc #zec #wtc #tomo #enj #ark #usdt #ltc  #steem #dash #waves #iota #trx #xlm',0.4,1.2
b'How do I withdraw money from Bitcoin to my mobile?\n\nhttps://t.co/4nbBDuwSOq\n#qnt #btc #eth #xrp #link #ada #matic #xlm #bnb #eos #ltc #zec #wtc #tomo #enj #ark #usdt #ltc #steem #dash #waves #iota #trx #xlm',0.0,0.0
b'If it doesn\xe2\x80\x99t break down beforehand then #Bitcoin will attempt to break through the upper resistance band before 2am UTC tomorrow.   \n\nA break upwards would allow for a small rally tomorrow.  \n\nHere are a couple of possibilities.. https://t.co/q9lIImx0G8',0.0,0.9
"b'$eXRD, the ANNOINTED ONE is here! The Radix token will be available to trade @bitfinex TODAY at 12:00 pm UTC. \n@radixdlt @RadixEcosystem \n\nLiquidity pool rewards up to 6X @UniswapProtocol \nGet your RADIX and stay safe guys \xf0\x9f\xa4\x99\xf0\x9f\xa4\x99\xf0\x9f\xa4\x99\n #radixiscoming #flexathon\n\n#BTC #ETH #DOT #LINK https://t.co/BRHw1ZmSxN'",0.3,1.7
"b'GIVE AWAY FOR 2021, I have remaining $1,000.00 Plus USDT-ERC20 to my old ETH wallet. 3 winners will receive $333 usdt.\n\nTO ENTER:\n\xe2\x9c\x85 follow me\n\xe2\x9c\x85 Retweet &amp; like\n\xe2\x9c\x85 Tag 3 friends\n\nWinners after 72Hours\n\n#Bitcoin\n#Ethereum\n#Cryptocurrency\n#Giveaway\n#airdrop\n\n@coinkit_ com 5 40 dvt'",0.0,1.2
b'\xf0\x9f\x8e\x81\xf0\x9f\x8e\x89 GIVEAWAY \n 200$ #BNB + 100 $KEBAB \n\nParticipate:\n\xf0\x9f\x91\x89 #RT\n\xf0\x9f\x91\x89 Follow Us\n\xf0\x9f\x91\x89 #Tag 3 friends in a comment\n\n\xf0\x9f\x95\x92 4 winner will be selected on 24 january\n\n#crypto #btc #Eth #BinanceSmartChain #Airdrop #giveaway #bitcoin\n#Binance #Trustwallet #PancakeSwap',0.3,1.2
b'5 Ways to Buy Ethereum\n\nhttps://t.co/is8BLBVxkw\n\n#qnt #btc #eth #xrp #link #ada #matic #xlm #bnb #eos #ltc #zec #wtc #tomo #enj #ark #usdt #ltc  #steem #dash #waves #iota #trx #xlm',0.2,0.8
"b'$BTC in a clear downtrend atm. Very precise rejections at these bollinger bands here.\n\nBy doing so, BTC confirms the downtrend. Grinding into these bands and/or breaking them confirms there is strength to turn things around.\n\n#Bitcoin https://t.co/lcxCIjJUFC'",0.2,2.1
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
b'Really nice piece on #Bitcoin fundamentals. Looking forward for the next two pieces.  @ARKInvest \n\nhttps://t.co/pdVWzV2gws',0.6,2.6
"b""Any developer that gets frivolous lawsuit from this clown and Craig - I encourage you to be public about it and all of us in #Bitcoin will help.\n\nAlso, feel free to DM if you want specifically my help; I'm lucky enough to be in position not to worry about these idiots. https://t.co/dzIpZR2Xeh""",-0.3,1.8
b'$100 #Giveaway \xf0\x9f\x8e\x81 1 winner in 24 hours.\n\nRetweet and Follow @battlestationgg to enter.\n\n#Giveaways #Sweepstakes #CommunityGiveaway #win #free #freebie #Competition #Contest #ContestAlert #Bitcoin #bitcoinnews #Samsung #Money #Xbox',0.2,0.7
"b""I will send $30 to one person in 24hrs that retweets and post the following text with pictureDown pointing backhand index \n\nThis pump group has fr just announced a pump on $BTC (https://t.co/cYiu9G14Q6) They pump altcoins weekly and they're pumping #Bitcoin in 1 hour. https://t.co/wsHOBzywrP""",0.1,0.8
b'#Bitcoin is the hardest money in the galaxy',-0.6,0.6
b'.@elonmusk is now the richest person on earth. #Bitcoin is his safe word.',0.4,0.8
"b'That buy volume on #bitcoin \xf0\x9f\x98\x8d. That happens when a large trading group buys 3,000 $btc at once. This Discord server with 170.000 members is the cause: https://t.co/Qeb02iJRXO https://t.co/w3czkMSVLx'",-0.2,0.6
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/noqE5WDzWJ'",0.2,0.2
"b'Ethereum \xe2\x80\x93 Will EOS price Rise in 2021?: EOS has caused many heated discussions in the crypto market. Will the coin compete with Ethereum? Today in our EOS price Prediction, we have gathered all the related information about the coin, the ... https://t.co/4o5DqK8ijF #bitcoin #bnb'",0.0,0.7
"b'Top trending #btc news based on the most shares within social posts is ""Here\xe2\x80\x99s How #Bitcoin Could Go to $1 Million, According to Morgan Creek Digital\xe2\x80\x99s @APompliano"" via @TheDailyHodl https://t.co/rkvz6KOB2J $btc'",0.3,0.3
"b'That buy volume on #bitcoin \xf0\x9f\x98\x8d. That happens when a large trading group buys 3,000 $btc at once. This Discord server with 170.000 members is the cause: https://t.co/nNj33ezrtM https://t.co/ibQNNR4ZuZ'",-0.2,0.6
